win,period,race_id,field,p1,top3sum,resid,n_eff,ax_hit,top3_hits,rand3,cut5,cut10,cut15,cut20
T1,探索,20250323_07_11,18,0.42772695,1.1792631,1.7476367,11.682048,1,1,0.5,3,8,11,12
T1,探索,20250323_07_12,18,0.3965402,0.89165264,1.9485203,13.405041,0,1,0.5,3,7,9,11
T1,探索,20250323_09_01,11,0.54234713,1.4945643,1.4300964,7.6610913,0,1,0.8181818181818182,1,3,4,4
T1,探索,20250323_09_02,16,0.5244901,1.5076605,1.4426273,8.200684,1,2,0.5625,5,8,11,11
T1,探索,20250323_09_03,12,0.7836538,1.760799,1.4716032,6.964926,1,2,0.75,2,6,6,6
T1,探索,20250323_09_04,17,0.5244901,1.0573897,1.7053725,11.0074005,0,1,0.5294117647058824,2,8,8,10
T1,探索,20250323_09_05,13,0.5244901,1.4767072,1.4546943,7.9962277,0,1,0.6923076923076923,1,7,7,7
T1,探索,20250323_09_06,16,0.5315333,1.5222778,1.992044,9.487583,0,2,0.5625,2,8,9,9
T1,探索,20250323_09_07,9,0.52982384,1.5069691,1.2495358,6.409708,0,1,1.0,1,3,3,3
T1,探索,20250323_09_08,8,0.5244901,1.4340414,0.99241555,6.368196,0,2,1.125,0,1,2,2
T1,探索,20250323_09_09,12,0.42772695,1.2831808,1.6643494,8.416423,0,2,0.75,0,4,5,6
T1,探索,20250323_09_10,16,0.44732144,1.1053942,1.7757001,10.936703,1,3,0.5625,2,5,6,7
T1,探索,20250323_09_11,11,0.5462975,1.5038483,1.8810546,8.649017,0,0,0.8181818181818182,0,1,2,2
T1,探索,20250323_09_12,16,0.5244901,1.3086911,1.7493402,9.925454,0,1,0.5625,2,6,6,6
T1,探索,20250329_06_01,16,0.999999,1.812974,1.3409506,6.311997,1,2,0.5625,3,9,10,10
T1,探索,20250329_06_02,16,0.74893165,1.6043856,1.3589672,7.5620666,1,1,0.5625,4,8,9,9
T1,探索,20250329_06_03,16,0.52982384,1.578804,1.5331825,8.655983,0,2,0.5625,6,7,9,9
T1,探索,20250329_06_04,16,0.7836538,1.7264273,1.6100831,7.8984747,1,2,0.5625,4,7,8,9
T1,探索,20250329_06_05,10,0.5668103,1.6366615,0.9381747,6.3009753,1,3,0.9,0,3,5,5
T1,探索,20250329_06_06,8,0.999999,2.054313,1.1109209,5.191472,1,2,1.125,0,2,2,3
T1,探索,20250329_06_07,10,0.61088413,1.5826957,1.2372575,7.0814743,1,1,0.9,0,3,3,3
T1,探索,20250329_06_08,12,0.42772695,1.2831808,1.822669,9.350466,0,0,0.75,1,3,3,3
T1,探索,20250329_06_09,16,0.5108909,1.2729913,1.786333,10.414118,1,2,0.5625,1,6,8,9
T1,探索,20250329_06_10,11,0.72670937,1.7329211,1.5538626,7.5125484,1,2,0.8181818181818182,0,3,3,3
T1,探索,20250329_06_11,15,0.42772695,1.1481335,1.832513,10.958383,1,2,0.6,1,6,6,6
T1,探索,20250329_06_12,13,0.5244901,1.4963017,2.096806,9.267953,1,2,0.6923076923076923,2,3,4,5
T1,探索,20250329_07_01,16,0.52982384,1.4820409,1.6988878,9.142044,1,2,0.5625,2,9,9,9
T1,探索,20250329_07_02,13,0.57532054,1.5275376,1.5378529,7.9594994,1,2,0.6923076923076923,3,5,6,6
T1,探索,20250329_07_03,15,0.5244901,1.3799441,1.829422,9.211496,1,2,0.6,2,7,8,8
T1,探索,20250329_07_04,13,0.52982384,1.354424,1.3137503,8.406839,1,2,0.6923076923076923,1,4,6,6
T1,探索,20250329_07_05,18,0.50296235,1.3584163,1.4498888,9.313412,1,2,0.5,4,11,13,13
T1,探索,20250329_07_06,15,0.46029663,1.3157506,1.5312651,9.123508,0,1,0.6,3,7,7,8
T1,探索,20250329_07_07,14,0.72670937,1.323986,1.6786289,8.709971,1,2,0.6428571428571429,2,4,4,5
T1,探索,20250329_07_08,16,0.5244901,1.234597,1.7066338,10.081983,0,0,0.5625,4,5,8,9
T1,探索,20250329_07_09,13,0.5853702,1.3881028,1.6331586,9.049428,0,0,0.6923076923076923,2,3,4,6
T1,探索,20250329_07_10,8,0.52982384,1.578804,0.97475505,5.9107666,1,2,1.125,0,2,2,3
T1,探索,20250329_07_11,11,0.5244901,1.2685275,1.2134929,7.819661,1,2,0.8181818181818182,0,3,5,5
T1,探索,20250329_07_12,16,0.53635937,1.3918133,1.5738918,8.750663,1,2,0.5625,5,8,9,9
T1,探索,20250329_09_01,16,0.42772695,1.2238734,1.50746,9.454821,0,1,0.5625,3,8,9,9
T1,探索,20250329_09_02,9,0.7836538,2.057683,0.77190316,5.089228,1,2,1.0,0,3,4,4
T1,探索,20250329_09_03,15,0.72670937,1.5808637,1.7511058,8.606748,0,1,0.6,1,7,7,7
T1,探索,20250329_09_04,12,0.5244901,1.5092769,1.6309818,8.085681,0,2,0.75,2,4,5,5
T1,探索,20250329_09_05,15,0.6379549,1.673336,1.7334125,8.397732,1,1,0.6,3,7,7,7
T1,探索,20250329_09_06,12,0.5108909,1.3046373,1.7108979,9.212818,0,1,0.75,1,2,3,4
T1,探索,20250329_09_07,16,0.5244901,1.1991729,1.7692235,10.755797,1,1,0.5625,0,7,8,8
T1,探索,20250329_09_09,14,0.52982384,1.2659227,1.5746979,9.375367,1,2,0.6428571428571429,1,4,5,7
T1,探索,20250329_09_10,8,0.52982384,1.4820409,1.1198808,6.6155014,0,1,1.125,0,1,1,1
T1,探索,20250329_09_11,9,0.52982384,1.578804,1.7790427,7.61686,1,1,1.0,0,0,1,2
T1,探索,20250329_09_12,9,0.72670937,1.5885923,1.0383371,6.090259,1,2,1.0,0,2,2,3
T1,探索,20250330_06_01,15,0.5315333,1.3752012,1.5719211,9.266302,1,1,0.6,2,6,7,7
T1,探索,20250330_06_02,16,0.72670937,1.4388531,2.0011845,9.687172,0,1,0.5625,3,6,6,7
T1,探索,20250330_06_03,14,0.5740876,1.6230679,1.4386531,7.611643,0,1,0.6428571428571429,1,7,8,8
T1,探索,20250330_06_04,16,0.999999,1.8541533,2.0207262,7.8701863,1,1,0.5625,5,7,7,7
T1,探索,20250330_06_05,18,0.72670937,1.5821633,1.6560217,8.997477,1,1,0.5,5,9,10,10
T1,探索,20250330_06_06,16,0.42772695,1.1016185,1.782903,11.240204,1,1,0.5625,2,5,7,8
T1,探索,20250330_06_07,16,0.6777277,1.608417,2.0057757,9.268252,0,1,0.5625,3,6,7,8
T1,探索,20250330_06_08,16,0.52982384,1.3330233,1.671302,9.804997,0,1,0.5625,3,7,8,8
T1,探索,20250330_06_10,16,0.5244901,1.0530347,1.8016474,11.158851,0,2,0.5625,0,7,8,8
T1,探索,20250330_06_11,15,0.44732144,1.1018994,1.581495,10.152,1,1,0.6,3,5,7,7
T1,探索,20250330_06_12,13,0.52982384,1.1620991,1.3567102,8.927285,1,1,0.6923076923076923,1,5,6,6
T1,探索,20250330_07_01,12,0.42772695,1.2537606,1.5812818,9.053219,0,0,0.75,0,3,5,5
T1,探索,20250330_07_02,15,0.76143163,1.7136488,1.6518099,7.82196,1,1,0.6,4,7,7,7
T1,探索,20250330_07_03,13,0.72670937,1.6789265,1.7008098,7.9869475,0,2,0.6923076923076923,2,3,5,6
T1,探索,20250330_07_04,13,0.999999,2.280778,1.7520378,6.703653,1,2,0.6923076923076923,3,5,6,6
T1,探索,20250330_07_05,18,0.72670937,1.6228986,2.136974,10.082863,1,2,0.5,2,9,10,10
T1,探索,20250330_07_06,11,0.52982384,1.4529744,1.4236512,8.194775,0,2,0.8181818181818182,2,2,2,2
T1,探索,20250330_07_07,9,0.72670937,1.8032455,1.2458384,6.306034,0,1,1.0,0,2,2,3
T1,探索,20250330_07_09,13,0.52982384,1.4820409,1.7307326,9.045142,0,2,0.6923076923076923,3,3,3,4
T1,探索,20250330_07_10,16,0.5244901,1.419994,1.5888363,8.776632,0,1,0.5625,3,7,10,10
T1,探索,20250330_07_11,18,0.48998722,1.3454411,2.1299944,11.748809,1,2,0.5,0,9,9,9
T1,探索,20250330_07_12,16,0.5244901,1.5057,1.6852045,8.840826,1,1,0.5625,3,7,8,9
T1,探索,20250330_09_01,12,0.74893165,1.7064824,1.2550069,7.0346704,1,2,0.75,1,4,5,5
T1,探索,20250330_09_02,16,0.52982384,1.0198805,1.8687602,11.289042,0,1,0.5625,2,6,6,7
T1,探索,20250330_09_03,9,0.7836538,1.7649373,1.1777428,6.049619,1,1,1.0,2,2,2,2
T1,探索,20250330_09_04,13,0.5723718,1.4278257,1.7369407,9.405687,1,2,0.6923076923076923,0,2,4,5
T1,探索,20250330_09_05,17,0.6607405,1.7150545,1.5826104,8.689645,1,2,0.5294117647058824,5,8,9,10
T1,探索,20250330_09_06,16,0.76143163,1.6168855,1.5777696,8.232065,1,2,0.5625,2,8,8,9
T1,探索,20250330_09_07,17,0.42772695,1.2537606,1.5157921,10.108325,1,1,0.5294117647058824,3,10,11,11
T1,探索,20250330_09_08,9,0.5462975,1.6059451,1.5047805,6.854082,1,2,1.0,0,2,2,3
T1,探索,20250330_09_09,11,0.49542364,1.349578,1.6972164,8.328318,1,2,0.8181818181818182,0,3,3,3
T1,探索,20250330_09_10,12,0.5244901,1.2720523,1.5882933,9.131023,0,0,0.75,1,3,3,3
T1,探索,20250330_09_11,11,0.48998722,1.3995386,1.5807173,8.312358,0,0,0.8181818181818182,1,3,3,3
T1,探索,20250330_09_12,14,0.42772695,1.1498429,1.7840596,10.452259,0,1,0.6428571428571429,2,4,4,5
T1,探索,20250405_06_01,15,0.5244901,1.4767072,1.615615,8.099379,0,2,0.6,4,8,9,9
T1,探索,20250405_06_02,16,0.999999,1.7652917,1.2751445,6.157159,1,2,0.5625,6,8,9,10
T1,探索,20250405_06_03,12,0.72670937,1.8233435,1.3872491,6.7593575,1,2,0.75,2,5,6,6
T1,探索,20250405_06_04,14,0.5315333,1.3869872,1.9738243,10.244453,0,1,0.6428571428571429,0,3,4,5
T1,探索,20250405_06_05,18,0.9919248,2.2431242,2.0034914,7.855591,1,3,0.5,5,9,9,9
T1,探索,20250405_06_06,16,0.52930814,1.2949071,1.7651725,10.092387,1,2,0.5625,3,6,7,8
T1,探索,20250405_06_07,11,0.48998722,1.2410746,1.6558728,9.392211,1,2,0.8181818181818182,0,1,1,1
T1,探索,20250405_06_08,13,0.52982384,1.4873747,1.7490575,8.844715,0,1,0.6923076923076923,1,4,5,5
T1,探索,20250405_06_10,16,0.5745787,1.1529284,1.6259271,9.791087,1,2,0.5625,3,7,7,7
T1,探索,20250405_06_11,13,0.999999,1.8554529,1.5784644,6.697479,1,2,0.6923076923076923,0,6,6,6
T1,探索,20250405_06_12,16,0.52982384,1.3259703,1.8090978,10.229025,1,2,0.5625,2,7,8,8
T1,探索,20250405_09_01,16,0.72670937,1.7810233,1.2658042,7.3612204,1,1,0.5625,4,8,10,11
T1,探索,20250405_09_02,16,0.5244901,1.4767072,1.5403639,9.160346,1,1,0.5625,2,6,9,11
T1,探索,20250405_09_03,16,0.5244901,1.2375284,1.742747,10.408451,0,0,0.5625,3,6,6,7
T1,探索,20250405_09_04,17,0.52982384,1.3852777,1.7882057,10.527491,1,2,0.5294117647058824,3,8,8,10
T1,探索,20250405_09_05,17,0.7836538,1.6755968,1.7939694,8.731703,1,1,0.5294117647058824,4,7,9,9
T1,探索,20250405_09_07,16,0.72670937,1.5967848,1.7038321,9.029522,0,0,0.5625,1,7,7,10
T1,探索,20250405_09_08,8,0.72670937,1.7756896,1.2616479,6.0946083,1,2,1.125,1,1,1,2
T1,探索,20250405_09_09,9,0.6607405,1.704564,1.3639208,6.553132,1,2,1.0,0,2,2,3
T1,探索,20250405_09_10,16,0.5244901,1.4286051,1.8231949,9.732727,1,2,0.5625,4,7,7,7
T1,探索,20250405_09_11,11,0.5244901,1.3995385,1.3155677,8.170021,1,2,0.8181818181818182,0,2,4,4
T1,探索,20250405_09_12,16,0.47638798,1.3340849,1.9659035,11.058799,0,1,0.5625,2,4,5,5
T1,探索,20250406_06_01,13,0.9022413,1.7528673,1.3362651,6.661509,1,1,0.6923076923076923,1,5,6,6
T1,探索,20250406_06_02,16,0.5528371,1.2831178,1.4295346,9.262482,1,2,0.5625,3,9,9,10
T1,探索,20250406_06_03,13,0.999999,1.8750474,1.4058706,6.476293,1,2,0.6923076923076923,2,5,5,6
T1,探索,20250406_06_04,12,0.5244901,1.4415802,1.7615651,9.507534,1,2,0.75,0,2,2,3
T1,探索,20250406_06_05,16,0.68656605,1.4514099,1.3994461,8.103175,1,2,0.5625,2,8,10,10
T1,探索,20250406_06_06,14,0.6611111,1.4871448,1.7374847,8.951264,0,1,0.6428571428571429,2,5,6,6
T1,探索,20250406_06_07,8,0.63031656,1.5346926,0.943485,5.8808813,0,1,1.125,0,1,2,2
T1,探索,20250406_06_08,13,0.6399072,1.597458,1.3338208,7.611435,0,0,0.6923076923076923,3,4,5,5
T1,探索,20250406_06_09,12,0.5462975,1.4985147,1.5040605,7.5088987,0,1,0.75,1,6,6,6
T1,探索,20250406_06_10,16,0.5244901,1.151654,1.2907741,9.312894,0,0,0.5625,2,9,11,11
T1,探索,20250406_06_11,16,0.5445881,1.5163996,1.7457727,8.775124,1,2,0.5625,3,8,10,10
T1,探索,20250406_06_12,15,0.44732144,1.3223698,1.4177259,9.055657,1,2,0.6,2,8,9,9
T1,探索,20250406_09_01,16,0.72670937,1.7038546,2.0327919,8.484864,1,2,0.5625,5,8,8,9
T1,探索,20250406_09_02,15,0.999999,1.8255657,1.4980758,6.7777925,1,3,0.6,2,8,8,9
T1,探索,20250406_09_03,16,0.6476901,1.6248354,1.5636595,8.628443,1,2,0.5625,3,8,8,9
T1,探索,20250406_09_04,14,0.52982384,1.482472,1.4301236,8.106616,1,2,0.6428571428571429,2,7,8,8
T1,探索,20250406_09_05,14,0.72670937,1.7756896,1.7958314,7.997721,0,1,0.6428571428571429,2,5,7,8
T1,探索,20250406_09_06,11,0.74893165,1.7979119,1.7071737,7.046065,0,1,0.8181818181818182,2,4,4,4
T1,探索,20250406_09_07,10,0.5381912,1.4904083,1.3910437,7.3681555,1,2,0.9,0,3,3,3
T1,探索,20250406_09_08,10,0.5244901,1.3272227,1.348366,7.759789,1,3,0.9,0,2,3,3
T1,探索,20250406_09_09,15,0.33482227,0.897087,2.0041862,12.901196,0,0,0.6,0,4,4,4
T1,探索,20250406_09_10,14,0.50296235,1.4045852,1.5615686,9.206664,0,2,0.6428571428571429,1,5,7,7
T1,探索,20250406_09_11,15,0.5244901,1.5674012,1.7995467,9.577486,0,2,0.6,1,4,7,7
T1,探索,20250406_09_12,11,0.49542364,1.2365049,1.4740391,8.892797,0,1,0.8181818181818182,0,1,3,3
T1,探索,20250412_03_01,15,0.6399072,1.4051999,1.3512381,8.405651,1,3,0.6,2,6,9,9
T1,探索,20250412_03_02,16,0.74893165,1.5366132,1.6783692,9.0488205,1,2,0.5625,0,6,8,9
T1,探索,20250412_03_03,15,0.536699,1.5856793,1.4011797,7.984719,1,3,0.6,1,8,10,11
T1,探索,20250412_03_04,15,0.5108909,1.4150058,1.778496,9.409955,1,2,0.6,2,5,7,8
T1,探索,20250412_03_05,16,0.6379549,1.5955057,1.7638807,8.953583,0,1,0.5625,5,8,8,8
T1,探索,20250412_03_06,16,0.7836538,1.4722433,1.4397582,7.8791795,0,1,0.5625,1,8,9,10
T1,探索,20250412_03_07,14,0.42772695,1.2831808,1.5820239,9.32694,0,1,0.6428571428571429,3,4,6,6
T1,探索,20250412_03_08,15,0.5244901,1.3826265,2.121893,10.718336,0,1,0.6,3,4,4,4
T1,探索,20250412_03_09,14,0.5462975,1.5038483,1.6212695,8.565697,0,1,0.6428571428571429,1,7,7,7
T1,探索,20250412_03_10,16,0.42772695,1.133874,1.8072827,11.469699,0,0,0.5625,2,6,7,8
T1,探索,20250412_03_11,15,0.32380918,0.8120988,1.5104101,11.316794,1,1,0.6,1,7,7,7
T1,探索,20250412_03_12,16,0.5244901,1.3799441,2.0017323,10.472191,0,0,0.5625,1,5,7,7
T1,探索,20250412_06_01,14,0.72670937,1.9237595,1.3594931,6.646435,0,2,0.6428571428571429,4,7,8,8
T1,探索,20250412_06_02,16,0.5244901,1.3799441,1.7231576,9.536052,0,1,0.5625,3,7,9,9
T1,探索,20250412_06_03,12,0.6399072,1.6537603,1.4972262,7.526938,1,2,0.75,1,5,5,5
T1,探索,20250412_06_04,14,0.52982384,1.2951165,1.5219306,9.283555,1,2,0.6428571428571429,1,6,6,6
T1,探索,20250412_06_05,12,0.78589326,2.0370927,1.0237296,5.896888,1,2,0.75,0,6,7,7
T1,探索,20250412_06_06,12,0.6399072,1.6888874,1.4266137,7.4772415,1,2,0.75,1,4,5,6
T1,探索,20250412_06_07,16,0.5605563,1.4160103,1.8247119,8.851769,1,2,0.5625,5,8,8,9
T1,探索,20250412_06_08,14,0.5711114,1.4265653,1.4830556,9.015622,0,1,0.6428571428571429,1,5,6,7
T1,探索,20250412_06_09,9,0.72670937,1.7863569,1.3460871,6.3556404,1,2,1.0,2,2,2,3
T1,探索,20250412_06_10,14,0.5244901,1.5734704,2.1353805,9.399955,1,2,0.6428571428571429,0,5,6,6
T1,探索,20250412_06_11,14,0.42772695,1.2532936,2.040601,10.132933,1,1,0.6428571428571429,1,6,6,6
T1,探索,20250412_06_12,16,0.4893631,1.1886662,1.8497763,11.235963,1,1,0.5625,0,6,7,7
T1,探索,20250412_09_01,16,0.52982384,1.4820409,1.6903412,9.585522,0,1,0.5625,4,6,7,7
T1,探索,20250412_09_02,16,0.7836538,1.8544414,1.9576054,8.668039,1,1,0.5625,3,7,7,8
T1,探索,20250412_09_03,16,0.74893165,1.7011487,1.7011664,8.218426,0,2,0.5625,3,9,9,10
T1,探索,20250412_09_04,18,0.42772695,1.2537606,1.8680515,11.723557,1,2,0.5,2,9,10,11
T1,探索,20250412_09_05,11,0.52982384,1.3852777,1.5290532,7.789316,0,0,0.8181818181818182,2,4,4,4
T1,探索,20250412_09_06,10,0.5244901,1.3799441,1.5570495,7.6933503,1,2,0.9,0,2,3,3
T1,探索,20250412_09_07,9,0.4818244,1.3764672,1.4598652,7.2061524,0,2,1.0,0,2,2,2
T1,探索,20250412_09_08,16,0.42772695,1.1351736,2.0292304,12.436424,1,1,0.5625,1,3,7,7
T1,探索,20250412_09_09,9,0.5462975,1.3557839,1.0896287,6.6498184,1,1,1.0,1,1,3,3
T1,探索,20250412_09_10,16,0.42772695,1.1108781,1.7232264,10.777176,0,0,0.5625,2,8,8,8
T1,探索,20250412_09_11,14,0.4264274,1.1394657,1.790259,10.517014,0,1,0.6428571428571429,1,4,5,6
T1,探索,20250412_09_12,16,0.52982384,1.4820409,1.8419122,9.459974,0,1,0.5625,2,8,8,9
T1,探索,20250413_03_01,15,0.47638798,1.1377629,1.6034492,10.123581,0,2,0.6,2,6,7,9
T1,探索,20250413_03_02,16,0.72670937,1.6017578,1.9582571,8.883889,1,1,0.5625,3,8,8,8
T1,探索,20250413_03_03,16,0.42772695,1.2831808,1.5086535,9.778107,1,2,0.5625,2,9,9,10
T1,探索,20250413_03_04,15,0.7097222,1.5771118,1.3187908,7.684155,1,2,0.6,2,7,9,9
T1,探索,20250413_03_05,16,0.5244901,1.4767072,1.8882409,9.767233,0,2,0.5625,2,8,9,9
T1,探索,20250413_03_06,16,0.5315333,1.3869872,1.9017358,10.031055,1,2,0.5625,3,7,8,8
T1,探索,20250413_03_07,16,0.72670937,1.5662917,1.4293605,8.03016,0,1,0.5625,4,8,8,10
T1,探索,20250413_03_08,16,0.52982384,1.3264372,1.8765243,10.658065,0,1,0.5625,2,5,6,7
T1,探索,20250413_03_09,10,0.5244901,1.3995385,1.6342462,7.9406157,1,2,0.9,0,1,3,3
T1,探索,20250413_03_10,16,0.5244901,1.3259231,1.4592085,9.228282,0,2,0.5625,2,10,11,11
T1,探索,20250413_03_11,15,0.48998722,1.177425,1.5315261,9.663583,0,1,0.6,2,7,7,7
T1,探索,20250413_03_12,15,0.5244901,1.3799441,1.5874407,9.503543,0,0,0.6,2,5,7,7
T1,探索,20250413_06_01,15,0.72670937,1.3333968,1.4695477,7.8527284,1,2,0.6,4,6,7,7
T1,探索,20250413_06_02,8,0.70088387,1.6660761,1.2345967,6.3820915,0,1,1.125,0,1,1,1
T1,探索,20250413_06_03,16,0.72670937,1.6694545,1.733434,8.381091,1,2,0.5625,4,7,8,8
T1,探索,20250413_06_04,13,0.72670937,1.5821633,1.6861898,8.198959,1,2,0.6923076923076923,0,4,5,6
T1,探索,20250413_06_05,16,0.6607405,1.4258603,1.6566308,8.936968,1,1,0.5625,4,8,8,8
T1,探索,20250413_06_06,18,0.4818244,1.2256888,1.6229489,10.437548,1,1,0.5,5,8,11,11
T1,探索,20250413_06_07,10,0.52982384,1.4820409,1.2454076,7.3585744,0,1,0.9,0,2,3,3
T1,探索,20250413_06_08,16,0.5244901,1.3799441,1.998839,10.438194,1,1,0.5625,2,6,7,8
T1,探索,20250413_06_09,11,0.5244901,1.4611746,1.5999613,7.8502164,1,2,0.8181818181818182,1,3,4,4
T1,探索,20250413_06_10,10,0.52982384,1.5572762,1.4940039,7.764812,0,0,0.9,0,1,2,3
T1,探索,20250413_06_11,14,0.5711114,1.2747685,1.4141362,8.74422,1,2,0.6428571428571429,1,6,7,7
T1,探索,20250413_06_12,16,0.58119863,1.5820768,1.892238,9.126851,0,0,0.5625,3,8,8,9
T1,探索,20250413_09_01,16,0.7836538,1.6096874,1.8571373,9.022841,0,0,0.5625,1,5,8,9
T1,探索,20250413_09_02,15,0.5244901,1.3799441,2.000574,9.779907,0,0,0.6,1,7,7,7
T1,探索,20250413_09_03,16,0.52982384,1.2572263,1.694341,10.222303,0,2,0.5625,1,7,8,8
T1,探索,20250413_09_04,14,0.74893165,1.739052,1.4324293,7.778947,1,2,0.6428571428571429,3,4,6,8
T1,探索,20250413_09_05,16,0.5244901,1.2293359,2.4557123,12.680383,1,2,0.5625,0,3,5,5
T1,探索,20250413_09_06,10,0.6777277,1.4729077,1.2432612,7.1852407,0,1,0.9,0,2,2,3
T1,探索,20250413_09_08,12,0.52982384,1.4820409,1.8622146,8.8559475,0,0,0.75,0,3,3,3
T1,探索,20250413_09_09,8,0.72670937,1.7466232,1.3719709,6.633342,1,2,1.125,0,0,0,0
T1,探索,20250413_09_10,11,0.5668103,1.5054282,1.4269576,7.9730916,0,1,0.8181818181818182,0,2,4,4
T1,探索,20250413_09_11,18,0.42772695,1.0891019,1.9256307,13.209723,1,1,0.5,0,7,8,13
T1,探索,20250413_09_12,16,0.42772695,1.2831808,1.7987337,9.647163,1,1,0.5625,1,8,9,9
T1,探索,20250419_03_01,16,0.72670937,1.5821633,1.7552829,8.69045,1,1,0.5625,3,8,8,8
T1,探索,20250419_03_02,16,0.6607405,1.5702919,1.5654415,8.095573,1,2,0.5625,5,8,10,10
T1,探索,20250419_03_03,16,0.52982384,1.4271007,1.6508346,9.510714,0,0,0.5625,2,8,9,10
T1,探索,20250419_03_04,15,0.5244901,1.5734704,1.6315448,8.644892,0,2,0.6,1,8,8,9
T1,探索,20250419_03_05,15,0.52982384,1.4820409,1.970161,9.376415,0,1,0.6,2,6,7,8
T1,探索,20250419_03_06,16,0.5244901,1.3773448,1.8037319,10.31593,0,1,0.5625,2,6,6,7
T1,探索,20250419_03_07,15,0.5244901,1.3422904,1.6631109,9.384925,1,2,0.6,4,5,6,9
T1,探索,20250419_03_08,16,0.44732144,1.3027754,1.6705421,9.516526,0,2,0.5625,2,8,9,9
T1,探索,20250419_03_09,10,0.74893165,1.7064824,1.1429366,6.4387083,1,2,0.9,0,3,4,4
T1,探索,20250419_03_10,16,0.42772695,1.2831808,1.7177266,9.829579,1,1,0.5625,1,8,9,9
T1,探索,20250419_03_11,15,0.5244901,1.2683545,1.5482917,9.635001,1,1,0.6,2,6,7,8
T1,探索,20250419_03_12,16,0.42772695,1.1586404,1.9189749,11.859317,1,1,0.5625,1,4,6,7
T1,探索,20250419_06_01,14,0.999999,2.1844943,1.2123281,6.0790687,1,2,0.6428571428571429,3,6,8,8
T1,探索,20250419_06_02,10,0.8332479,2.0844474,1.288796,5.994109,1,2,0.9,2,3,4,4
T1,探索,20250419_06_03,16,0.52982384,1.2633537,1.37402,9.367265,1,2,0.5625,1,7,10,13
T1,探索,20250419_06_04,13,0.74893165,1.903368,1.0900574,6.210063,1,2,0.6923076923076923,2,7,7,8
T1,探索,20250419_06_05,16,0.999999,2.1544354,1.2417489,6.0985894,1,2,0.5625,4,8,10,11
T1,探索,20250419_06_06,8,0.6777277,1.7320416,1.1970764,5.842163,1,3,1.125,0,3,3,3
T1,探索,20250419_06_07,15,0.72670937,1.6573987,1.9322135,9.008355,1,2,0.6,2,4,6,6
T1,探索,20250419_06_08,14,0.68656605,1.4170197,1.5102597,8.458154,0,1,0.6428571428571429,1,4,6,7
T1,探索,20250419_06_09,13,0.5992921,1.5568429,1.5640945,8.09409,1,2,0.6923076923076923,2,5,5,5
T1,探索,20250419_06_10,15,0.5244901,1.4631081,1.7533559,9.46643,0,1,0.6,3,5,7,7
T1,探索,20250419_06_11,11,0.60658306,1.5588002,1.483564,8.135404,0,2,0.8181818181818182,0,1,3,3
T1,探索,20250419_06_12,15,0.5244901,1.3799441,1.8265537,9.418145,0,0,0.6,2,7,8,8
T1,探索,20250419_09_01,16,0.6767762,1.5518246,1.6760688,8.517867,1,2,0.5625,2,9,9,9
T1,探索,20250419_09_02,16,0.52982384,1.3852777,1.891685,10.092265,0,0,0.5625,2,7,8,8
T1,探索,20250419_09_03,16,0.5244901,1.4476408,1.840476,9.591045,0,1,0.5625,2,7,7,9
T1,探索,20250419_09_04,15,0.6399072,1.5494585,1.4210321,8.374092,1,2,0.6,2,7,8,8
T1,探索,20250419_09_06,8,0.5462975,1.6006114,1.0489794,6.0647397,1,2,1.125,0,1,2,2
T1,探索,20250419_09_07,10,0.72670937,1.6789265,1.3108016,6.306212,1,2,0.9,2,4,4,4
T1,探索,20250419_09_08,14,0.5244901,1.211928,1.5862539,9.571588,1,1,0.6428571428571429,1,5,5,6
T1,探索,20250419_09_09,16,0.5244901,1.289334,1.9328954,10.580696,1,2,0.5625,2,5,7,7
T1,探索,20250419_09_10,14,0.5244901,1.3799441,1.7207044,9.492825,1,2,0.6428571428571429,2,4,5,6
T1,探索,20250419_09_11,12,0.48998722,1.2632996,1.5789566,9.119975,1,1,0.75,1,3,4,4
T1,探索,20250419_09_12,15,0.59880954,1.5205796,1.8567129,9.600142,1,2,0.6,2,5,5,5
T1,探索,20250420_03_01,16,0.52982384,1.4820409,1.6645724,9.700677,1,2,0.5625,2,7,7,8
T1,探索,20250420_03_02,15,0.52982384,1.4048723,1.7709726,8.691076,1,2,0.6,3,6,8,8
T1,探索,20250420_03_03,16,0.5244901,1.3206366,1.7083803,10.08349,1,1,0.5625,2,7,8,9
T1,探索,20250420_03_04,16,0.5244901,1.4125137,1.5875998,9.663754,0,1,0.5625,3,7,8,8
T1,探索,20250420_03_05,16,0.5244901,1.2321019,1.7699686,10.278116,1,1,0.5625,3,6,7,8
T1,探索,20250420_03_06,15,0.42772695,1.1104293,1.9538171,11.181131,0,2,0.6,2,5,5,5
T1,探索,20250420_03_07,16,0.44732144,1.3027754,1.8177652,10.186855,0,0,0.5625,2,7,8,8
T1,探索,20250420_03_08,15,0.5244901,1.3799441,1.6735564,9.021809,1,1,0.6,3,7,7,8
T1,探索,20250420_03_09,15,0.5244901,1.4162602,1.7048931,9.593059,1,2,0.6,3,5,6,7
T1,探索,20250420_03_10,15,0.5244901,1.4481995,2.0685215,9.682711,0,1,0.6,2,6,6,6
T1,探索,20250420_03_11,15,0.5244901,1.1756228,1.7604784,10.467638,1,1,0.6,1,5,5,6
